,article,category
1252,Dunstable_Downs,['subject.Geography.Geography_of_Great_Britain']
1253,Duran_Duran,['subject.Music.Performers_and_composers']
1254,Durham,['subject.Geography.Geography_of_Great_Britain']
1255,Durham_Cathedral,['subject.Design_and_Technology.Architecture']
1256,Durian,['subject.Everyday_life.Food_and_agriculture']
1257,Dutch_language,['subject.Language_and_literature.Languages']
1258,Dwight_D._Eisenhower,['subject.People.USA_Presidents']
1259,Dysprosium,['subject.Science.Chemistry.Chemical_elements']
1260,Dál_Riata,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
1261,Düsseldorf,['subject.Geography.European_Geography']
1262,E.T._the_Extra-Terrestrial_(Atari_2600),['subject.Everyday_life.Computer_and_Video_games']
1263,E._E._Cummings,['subject.People.Writers_and_critics']
1264,E._P._Wigner,['subject.People.Astronomers_and_physicists']
1265,ECHELON,['subject.Citizenship.Politics_and_government']
1266,EMD_BL2,['subject.Design_and_Technology.Railway_transport']
1267,EMD_F7,['subject.Design_and_Technology.Railway_transport']
1268,EMD_GP30,['subject.Design_and_Technology.Railway_transport']
1269,Eagle,['subject.Science.Biology.Birds']
1270,Eagle_Scout_(Boy_Scouts_of_America),['subject.Citizenship.Community_organisations']
1271,Earl_of_Shaftesbury,['subject.People.Political_People']
1272,Earless_seal,['subject.Science.Biology.Mammals']
1273,Earth,['subject.Science.Physics.The_Planets']
1274,Earth's_atmosphere,['subject.Geography.Climate_and_the_Weather']
1275,Earthquake,['subject.Geography.Natural_Disasters']
1276,Earwax,['subject.Science.Biology.Health_and_medicine']
1277,East-West_Schism,['subject.Religion.Religious_disputes']
1278,EastEnders,['subject.Everyday_life.Television']
1279,East_Africa,['subject.Geography.African_Geography']
1280,East_Flemish,['subject.Language_and_literature.Languages']
1281,East_Timor,"['subject.Geography.Geography_of_Asia.Asian_Countries', 'subject.Countries']"
1282,Easter_Island,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
1283,Eastern_Orthodox_Church,['subject.Religion.Religious_movements_traditions_and_organizations']
1284,Eastern_Roman_Empire,['subject.History.General_history']
1285,Ebony,['subject.Science.Biology.Plants']
1286,Ecology,['subject.Science.Biology.General_Biology']
1287,Economic_inequality,['subject.Business_Studies.Economics']
1288,Economics,['subject.Business_Studies.Economics']
1289,Economy_of_Africa,['subject.Business_Studies.Economics']
1290,Economy_of_India,['subject.Business_Studies.Economics']
1291,Economy_of_Pakistan,['subject.Business_Studies.Economics']
1292,Economy_of_Scotland,['subject.Business_Studies.Economics']
1293,Economy_of_the_Iroquois,['subject.Business_Studies.Economics']
1294,Economy_of_the_Republic_of_Ireland,['subject.Business_Studies.Economics']
1295,Ecuador,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
1296,Edema,['subject.Science.Biology.Health_and_medicine']
1297,Edgar_Allan_Poe,['subject.People.Writers_and_critics']
1298,Edible_salt,"['subject.Science.Chemistry.Chemical_compounds', 'subject.Science.Biology.Health_and_medicine']"
1299,Edinburgh,['subject.Geography.Geography_of_Great_Britain']
1300,Edmond_Halley,"['subject.People.Mathematicians', 'subject.Science.Physics.Space_Astronomy']"
1301,Edmonton,['subject.Geography.North_American_Geography']
1302,Edmund_Burke,['subject.People.Political_People']
1303,Edmund_Hillary,['subject.People.Geographers_and_explorers']
1304,Education,['subject.Citizenship.Education']
1305,Education_in_the_United_States,['subject.Geography.North_American_Geography']
1306,Educational_psychology,['subject.Citizenship.Education']
1307,Edward_Gibbon,['subject.History.Historians_chroniclers_and_history_books']
1308,Edward_III_of_England,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
1309,Edward_II_of_England,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.People.Monarchs_of_Great_Britain']"
1310,Edward_IV_of_England,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.People.Monarchs_of_Great_Britain']"
1311,Edward_I_of_England,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.People.Monarchs_of_Great_Britain']"
1312,Edward_Jenner,['subject.People.Human_Scientists']
1313,Edward_Teller,['subject.People.Astronomers_and_physicists']
1314,Edward_VIII_of_the_United_Kingdom,"['subject.History.British_History.British_History_Post_1900', 'subject.People.Monarchs_of_Great_Britain']"
1315,Edward_VII_of_the_United_Kingdom,"['subject.History.British_History.British_History_Post_1900', 'subject.People.Monarchs_of_Great_Britain']"
1316,Edward_VI_of_England,['subject.History.British_History.British_History_15001750']
1317,Edward_V_of_England,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
1318,Edward_the_Confessor,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.People.Monarchs_of_Great_Britain', 'subject.People.Religious_figures_and_leaders']"
1319,Edwin_of_Northumbria,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.People.Historical_figures']"
1320,Effect_of_Hurricane_Katrina_on_New_Orleans,['subject.Geography.Natural_Disasters']
1321,Effects_of_global_warming,"['subject.Geography.Climate_and_the_Weather', 'subject.Geography.Natural_Disasters']"
1322,Effects_of_nuclear_explosions,['subject.History.Military_History_and_War']
1323,Egg_(food),['subject.Everyday_life.Food_and_agriculture']
1324,Egypt,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
1325,Egyptian_pyramids,['subject.History.Archaeology']
1326,Eifel_Aqueduct,['subject.Design_and_Technology.Engineering']
1327,Eilmer_of_Malmesbury,"['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain', 'subject.People.Historical_figures']"
1328,Einsteinium,['subject.Science.Chemistry.Chemical_elements']
1329,El_Aaiún,['subject.Geography.African_Geography']
1330,"El_Hatillo_Municipality,_Miranda",['subject.Geography.Central_and_South_American_Geography']
1331,El_Lissitzky,['subject.People.Artists']
1332,El_Niño-Southern_Oscillation,['subject.Geography.Climate_and_the_Weather']
1333,El_Salvador,"['subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries', 'subject.Countries']"
1334,Elagabalus,"['subject.History.Ancient_History_Classical_History_and_Mythology', 'subject.People.Historical_figures']"
1335,Eldfell,['subject.Geography.European_Geography']
1336,Election,['subject.Citizenship.Politics_and_government']
1337,Electric_charge,['subject.Science.Physics.Electricity_and_Electronics']
1338,Electric_field,['subject.Science.Physics.Electricity_and_Electronics']
1339,Electrical_engineering,['subject.Design_and_Technology.Engineering']
1340,Electrical_resistance,['subject.Science.Physics.Electricity_and_Electronics']
1341,Electricity,['subject.Science.Physics.Electricity_and_Electronics']
1342,Electromagnetic_radiation,['subject.Science.Physics.Electricity_and_Electronics']
1343,Electron,['subject.Science.Physics.Electricity_and_Electronics']
1344,Electron_beam_welding,['subject.Design_and_Technology.Engineering']
1345,Electronic_amplifier,['subject.Design_and_Technology.Engineering']
1346,Electronics,['subject.Design_and_Technology.Engineering']
1347,Elementary_algebra,['subject.Mathematics']
1348,Elementary_arithmetic,['subject.Mathematics']
1349,Elementary_group_theory,['subject.Mathematics']
1350,Eleocharis_dulcis,['subject.Science.Biology.Plants']
1351,Elephant,['subject.Science.Biology.Mammals']
1352,Elephant_bird,['subject.Science.Biology.Birds']
1353,Elephant_shrew,['subject.Science.Biology.Mammals']
1354,Elfin-woods_Warbler,['subject.Science.Biology.Birds']
1355,Elias_Ashmole,['subject.People.Historical_figures']
1356,Eliminative_materialism,['subject.Religion.Philosophy']
1357,Elizabeth_Fry,"['subject.History.British_History.British_History_17501900', 'subject.People.Political_People']"
1358,Elizabeth_II_of_the_United_Kingdom,"['subject.History.British_History.British_History_Post_1900', 'subject.People.Political_People']"
1359,Elizabeth_I_of_England,['subject.People.Monarchs_of_Great_Britain']
1360,Elizabethan_Poor_Law_(1601),['subject.History.British_History.British_History_15001750']
1361,Elvis_Presley,['subject.People.Performers_and_composers']
1362,Emacs,['subject.IT.Software']
1363,Emanuel_Swedenborg,['subject.People.Philosophers']
1364,Emirate,['subject.Citizenship.Politics_and_government']
1365,Emma_Roberts,['subject.People.Actors_models_and_celebrities']
1366,Emotion,"['subject.Everyday_life.Everyday_life', 'subject.Science.Biology.Health_and_medicine']"
1367,Emperor_Penguin,['subject.Science.Biology.Birds']
1368,Empires__Dawn_of_the_Modern_World,['subject.Everyday_life.Computer_and_Video_games']
1369,Empiricism,['subject.Religion.Philosophy']
1370,Employment,['subject.Business_Studies.Business']
1371,Emu,['subject.Science.Biology.Birds']
1372,Enceladus_(moon),['subject.Science.Physics.Space_Astronomy']
1373,Encyclopædia_Britannica,['subject.Language_and_literature.General_Literature']
1374,Endoscopic_foreign_body_retrieval,['subject.Science.Biology.Health_and_medicine']
1375,Energy,['subject.Science.Physics.General_Physics']
1376,Engineering,['subject.Design_and_Technology.Engineering']
1377,England,['subject.Geography.Geography_of_Great_Britain']
1378,England_expects_that_every_man_will_do_his_duty,['subject.History.British_History.British_History_17501900']
1379,English_Channel,['subject.Geography.General_Geography']
1380,English_Reformation,['subject.History.British_History.British_History_15001750']
1381,English_language,['subject.Language_and_literature.Languages']
1382,English_monarchs_family_tree,['subject.History.British_History']
1383,English_peasants'_revolt_of_1381,['subject.History.British_History.British_History_1500_and_before_including_Roman_Britain']
1384,English_poetry,['subject.Language_and_literature.Poetry_and_Opera']
1385,Enigma_machine,"['subject.IT.Cryptography', 'subject.Design_and_Technology.Engineering']"
1386,Entropy,['subject.Science.Physics.General_Physics']
1387,Environmental_science,['subject.Citizenship.Environment']
1388,Enzyme_kinetics,['subject.Science.Chemistry.General_Chemistry']
1389,Eocene,['subject.Geography.Geology_and_geophysics']
1390,Epaminondas,['subject.People.Military_People']
1391,Epazote,['subject.Science.Biology.Plants']
1392,Epic_of_Gilgamesh,"['subject.History.Ancient_History_Classical_History_and_Mythology', 'subject.Language_and_literature.Poetry_and_Opera']"
1393,Episcopal_polity,['subject.Religion.Religious_movements_traditions_and_organizations']
1394,Equal_Protection_Clause,['subject.Citizenship.Law']
1395,Equatorial_Guinea,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
1396,Erbium,['subject.Science.Chemistry.Chemical_elements']
1397,Eric_Clapton,['subject.People.Performers_and_composers']
1398,Erie_Canal,['subject.Geography.North_American_Geography']
1399,Eris_(dwarf_planet),['subject.Science.Physics.Space_Astronomy']
1400,Eritrea,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
1401,Ernest_Hemingway,['subject.People.Writers_and_critics']
1402,Ernest_Rutherford,"['subject.History.British_History.British_History_17501900', 'subject.People.Engineers_and_inventors']"
1403,Eruption_column,['subject.Geography.Geology_and_geophysics']
1404,Erwin_Rommel,['subject.History.World_War_II']
1405,Eskimo,['subject.Geography.Peoples']
1406,Esox,['subject.Science.Biology.Insects_Reptiles_and_Fish']
1407,Esperanto,['subject.Language_and_literature.Languages']
1408,Essential_oil,['subject.Science.Biology.General_Biology']
1409,Estonia,"['subject.Countries', 'subject.Geography.European_Geography.European_Countries']"
1410,Ethanol,['subject.Science.Chemistry.Chemical_compounds']
1411,Ethics,"['subject.Citizenship.Environment', 'subject.Religion.Philosophy']"
1412,Ethiopia,"['subject.Geography.African_Geography.African_Countries', 'subject.Countries']"
1413,Ethiopian_Wolf,['subject.Science.Biology.Mammals']
1414,Ethnic_group,['subject.Citizenship.Culture_and_Diversity']
1415,Euclid,['subject.People.Mathematicians']
1416,Euclidean_geometry,['subject.Mathematics']
1417,Eukaryote,['subject.Science.Biology.Organisms']
1418,Euphrates,['subject.Geography.Geography_of_the_Middle_East']
1419,Eurasian_Bullfinch,['subject.Science.Biology.Birds']
1420,Eurasian_Collared_Dove,['subject.Science.Biology.Birds']
1421,Eurasian_Eagle_Owl,['subject.Science.Biology.Birds']
1422,Eurasian_Jay,['subject.Science.Biology.Birds']
1423,Eurasian_Oystercatcher,['subject.Science.Biology.Birds']
1424,Euro,['subject.Business_Studies.Currency']
1425,Europe,['subject.Geography.European_Geography']
1426,European_Goldfinch,['subject.Science.Biology.Birds']
1427,European_Greenfinch,['subject.Science.Biology.Birds']
1428,European_Kingfisher,['subject.Science.Biology.Birds']
1429,European_Parliament,['subject.Citizenship.Politics_and_government']
1430,European_Space_Agency,['subject.Science.Physics.Space_transport']
1431,European_Union,['subject.Citizenship.Politics_and_government']
1432,Europium,['subject.Science.Chemistry.Chemical_elements']
1433,Eurovision_Song_Contest,['subject.Music.Musical_genres_styles_eras_and_events']
1434,Euston_Manifesto,['subject.Citizenship.Politics_and_government']
1435,Eustreptospondylus,['subject.Science.Biology.Dinosaurs']
1436,Eva_Perón,['subject.People.Political_People']
1437,Evan_Rachel_Wood,['subject.People.Actors_models_and_celebrities']
1438,Evanton,['subject.Geography.European_Geography']
1439,Evolution,['subject.Science.Biology.Evolution_and_reproduction']
1440,Evolutionarily_stable_strategy,"['subject.Citizenship.Environment', 'subject.Citizenship.Politics_and_government']"
1441,Existentialism,['subject.Religion.Philosophy']
1442,Exploration_of_Mars,['subject.Science.Physics.Space_transport']
1443,Explorer_I,['subject.Science.Physics.Space_transport']
1444,Expressionism,['subject.Art.Art']
1445,Extinct_birds,['subject.Science.Biology.Birds']
1446,Extinction,"['subject.Citizenship.Environment', 'subject.Science.Biology.General_Biology']"
1447,Extrasolar_planet,['subject.Science.Physics.Space_Astronomy']
1448,Extraterrestrial_life,['subject.Science.Physics.Space_Astronomy']
1449,Eye,['subject.Science.Biology.Health_and_medicine']
1450,Eye_(cyclone),['subject.Geography.Climate_and_the_Weather']
1451,Eyelid,['subject.Science.Biology.Health_and_medicine']
1452,Ezra_Pound,['subject.People.Writers_and_critics']
1453,F-35_Lightning_II,"['subject.Design_and_Technology.Air_and_Sea_transport', 'subject.History.Military_History_and_War']"
1454,F-4_Phantom_II,"['subject.Design_and_Technology.Air_and_Sea_transport', 'subject.History.Military_History_and_War']"
1455,FIFA,['subject.Everyday_life.Sports']
1456,FIFA_World_Cup,['subject.Everyday_life.Sports_events']
